날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2024-09-04(수),배추김치(09),8.75kcal,양배추샐러드(케요)(12),58.77kcal,깍두기(09),13.3kcal,,,3003.93kcal
2024-09-04(수),"우유(백색우유(200ML,연간))(02)",65kcal,배추김치(09),8.75kcal,,,,,3003.93kcal
2024-09-04(수),,,이온음료,60kcal,,,,,3003.93kcal
2024-09-05(목),밥,372.75kcal,밥,372.75kcal,흑미밥,409.25kcal,,,2708.17kcal
2024-09-05(목),해물순두부찌개(01)(05)(06)(08)(09)(17)(18),93.34kcal,닭다리백숙(02)(15)(16),275.35kcal,소고기된장찌개(16),71.07kcal,,,2708.17kcal
2024-09-05(목),볼어묵볶음(05)(06)(18),175.57kcal,도토리묵무침(05)(06),58.43kcal,컬리플라워굴소스볶음(05)(06)(09)(18),61.9kcal,,,2708.17kcal
2024-09-05(목),미트볼토마토소스조림(02)(05)(06)(10)(12),331.25kcal,오징어젓무침(17),29.01kcal,매콤닭불구이(02)(05)(06)(10)(12)(15)(16),304.5kcal,,,2708.17kcal
2024-09-05(목),가공우유(딸기맛)(02),125kcal,겉절이김치(09),10.5kcal,배추김치(09),8.75kcal,,,2708.17kcal
2024-09-05(목),배추김치(09),8.75kcal,,,,,,,2708.17kcal
2024-09-05(목),"생수(500ML,후식)",0kcal,,,,,,,2708.17kcal
2024-09-06(금),밥,372.75kcal,현미밥,408.65kcal,후리카케밥(소량)(01)(05)(06),214.67kcal,,,3436.85kcal
2024-09-06(금),물만둣국(01)(02)(05)(06)(10)(12)(15)(16),116.1kcal,명태매운탕(05)(06),88.08kcal,종합어묵국,70.51kcal,,,3436.85kcal
2024-09-06(금),고추참치볶음(05)(06)(12)(16)(18),139.48kcal,깐풍돈가스(05)(06)(10),666.82kcal,떡볶이(05)(06),445.18kcal,,,3436.85kcal
2024-09-06(금),햄감자채볶음(05)(06)(10)(18),148.27kcal,어묵야채조림(05)(06)(18),99.65kcal,모듬튀김(05)(06)(15),509.5kcal,,,3436.85kcal
2024-09-06(금),열무김치,11.2kcal,실곤약채소무침,27.85kcal,구운달걀,0kcal,,,3436.85kcal
2024-09-06(금),"우유(백색우유(200ML,연간))(02)",65kcal,배추김치(09),8.75kcal,단무지,6.3kcal,,,3436.85kcal
2024-09-06(금),,,,,거봉포도,38.088kcal,,,3436.85kcal
2024-09-07(토),미니소시지구이(05)(06)(10),631.1kcal,크림스파게티(01)(02)(05)(06)(10),452.24kcal,밀쌀밥,390.96kcal,,,3515.91kcal
2024-09-07(토),탄두리치킨또띠아(05)(15),244.21kcal,치즈함박스테이크&소스,173.8kcal,소갈비탕(완)(05)(06)(16),878.67kcal,,,3515.91kcal
2024-09-07(토),메추리알샐러드(01),88.09kcal,모듬피클,30.8kcal,돼지고기김치볶음(05)(09)(10),159.56kcal,,,3515.91kcal
2024-09-07(토),시리얼(2)(05),172kcal,마늘빵(02)(05)(06),94.5kcal,연두부양념장(05)(06)(18),60.45kcal,,,3515.91kcal
2024-09-07(토),파인애플스틱,,고구마샐러드(완)(01)(02)(05),63.33kcal,열무김치,11.2kcal,,,3515.91kcal
2024-09-07(토),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,3515.91kcal
2024-09-08(일),밥,372.75kcal,날치알김치덮밥(05)(06)(09)(18),479.6kcal,보리밥,406.3kcal,,,2416.33kcal
2024-09-08(일),맑은순두부계란탕(01)(05)(06)(16),50.67kcal,돈코츠숙주국(10),312.07kcal,꽃게해물탕(05)(06)(08)(09)(16)(17)(18),53.16kcal,,,2416.33kcal
2024-09-08(일),스팸짜글이(05)(06)(10)(16)(18),183.1kcal,치즈계란찜(01)(02),113.33kcal,콩나물불고기(05)(06)(10)(18),249.98kcal,,,2416.33kcal
2024-09-08(일),김자반,0kcal,단무지무침,6.32kcal,마늘쫑무침,23.6kcal,,,2416.33kcal
2024-09-08(일),계란후라이(완)(01)(05),70kcal,열무김치,11.2kcal,배추김치(09),8.75kcal,,,2416.33kcal
2024-09-08(일),겉절이김치(09),10.5kcal,밀크티,,,,,,2416.33kcal
2024-09-08(일),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,2416.33kcal
2024-09-09(월),밥,372.75kcal,찹쌀밥,410.5kcal,마파두부덮밥(05)(06)(10)(15)(18),578.27kcal,,,3317.89kcal
2024-09-09(월),배추쇠고기국(05)(06)(16),61.36kcal,쇠고기미역국(05)(06)(16),43.35kcal,게살계란탕(01)(05)(06)(16)(18),108.95kcal,,,3317.89kcal
2024-09-09(월),베이컨감자채볶음(05)(06)(10),112.56kcal,비엔나소시지야채볶음(02)(05)(06)(10)(12)(16)(18),271.99kcal,탕수육(02)(05)(06)(09)(10),488.16kcal,,,3317.89kcal
2024-09-09(월),오징어볶음(05)(06)(17)(18),139.99kcal,오리불고기(05)(06)(18),350.36kcal,양상추샐러드(오리엔탈),5.1kcal,,,3317.89kcal
2024-09-09(월),총각김치,12.25kcal,쌈무(13),5.25kcal,깍두기(09),13.3kcal,,,3317.89kcal
2024-09-09(월),"우유(백색우유(200ML,연간))(02)",65kcal,배추김치(09),8.75kcal,"아이스크림 콘,완제품(02)",270kcal,,,3317.89kcal
2024-09-10(화),구운달걀,0kcal,낙지수제비(05)(06)(09)(17),124.4kcal,밥,372.75kcal,,,2331.44kcal
2024-09-10(화),모듬피클,30.8kcal,밀쌀밥,390.96kcal,햄듬뿍찌개(01)(02)(05)(06)(09)(10)(15)(16)(18),358.55kcal,,,2331.44kcal
2024-09-10(화),불고기마요브리또(02)(06)(16),210kcal,돼지고기채소볶음(05)(06)(10)(18),299.21kcal,쇠고기버섯볶음(05)(06)(16)(18),144.15kcal,,,2331.44kcal
2024-08-17(토),대패삼겹살볶음밥(완)(02)(05)(06)(09)(10)(16),900kcal,구운달걀,0kcal,밥,372.75kcal,,,3111.16kcal
2024-08-17(토),유부장국(01)(05)(06),32.59kcal,순살족발새우젓(04)(05)(06)(09)(10)(16)(18),725.85kcal,부대찌개(완),570kcal,,,3111.16kcal
2024-08-17(토),어묵핫바(01)(05),114.47kcal,무말랭이무침(완),24kcal,매콤찜닭(05)(06)(15)(18),268.13kcal,,,3111.16kcal
2024-08-17(토),계란후라이(완)(01)(05),60kcal,우유생크림카스테라,0kcal,취나물무침(05)(06)(18),24.12kcal,,,3111.16kcal
2024-08-17(토),파인애플스틱,,겉절이김치(09),10.5kcal,배추김치(09),8.75kcal,,,3111.16kcal
2024-08-17(토),"(주문자상표부착)웅진식품, 815사이다, 250mL/캔",,,,,,,,3111.16kcal
2024-08-18(일),밥,372.75kcal,쇠고기떡국(01)(05)(06)(16),52.07kcal,대패삼겹살굴소스덮밥(05)(06)(10)(18),845.49kcal,,,2676.87kcal
2024-08-18(일),맑은순두부계란탕(01)(05)(06),53.98kcal,보리밥,406.3kcal,얼큰콩나물국(05)(06),21.6kcal,,,2676.87kcal
2024-08-18(일),오징어볶음(05)(06)(17)(18),148.67kcal,오리간장불고기(완)(05),295.92kcal,계란찜(01),74.9kcal,,,2676.87kcal
2024-08-18(일),애호박베이컨볶음(02)(05)(06)(10)(18),61.33kcal,볼어묵볶음(05)(06)(18),173.67kcal,단무지무침,14.39kcal,,,2676.87kcal
2024-08-18(일),배추김치(09),8.75kcal,깍두기(09),13.3kcal,배추김치(09),8.75kcal,,,2676.87kcal
2024-08-18(일),이온음료,60kcal,,,,,,,2676.87kcal
2024-08-18(일),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,2676.87kcal
2024-08-19(월),밥,372.75kcal,찹쌀밥,410.5kcal,밥,372.75kcal,,,2747.93kcal
2024-08-19(월),소고기된장찌개(16),51.93kcal,쇠고기미역국(05)(06)(16),47.22kcal,닭곰탕(02)(15)(16),108.01kcal,,,2747.93kcal
2024-08-19(월),베이컨소시지볶음(01)(05)(06)(10)(18),134.37kcal,불낙볶음(05)(06)(16)(17),466.42kcal,매운콩나물잡채(05)(06)(18),104.47kcal,,,2747.93kcal
2024-08-19(월),계란말이(완)(01),144.14kcal,참나물무침(05)(06)(18),28.62kcal,스팸김치볶음(05)(06)(09)(10),178.35kcal,,,2747.93kcal
2024-08-19(월),석박지(09),5.4kcal,약과(06),237kcal,총각김치,12.25kcal,,,2747.93kcal
2024-08-19(월),"우유(백색우유(200ML,연간))(02)",65kcal,배추김치(09),8.75kcal,,,,,2747.93kcal
2024-08-20(화),밥,372.75kcal,흑미밥,409.25kcal,밥,372.75kcal,,,2678.26kcal
2024-08-20(화),얼큰쇠고기무국(05)(06)(16),51kcal,돈등뼈감자탕(05)(06)(10),298.79kcal,쇠고기두부탕국(05)(06)(16),45.31kcal,,,2678.26kcal
2024-08-20(화),새우살야채볶음(05)(06)(09)(18),140.65kcal,조기구이(05)(06),149.85kcal,모듬버섯볶음(05)(06)(18),22.61kcal,,,2678.26kcal
2024-08-20(화),미트볼채소볶음(02)(05)(06)(10)(12)(15)(16)(18),283.34kcal,맛김,0kcal,돼지고기채소볶음(05)(06)(10)(18),233.64kcal,,,2678.26kcal
2024-08-20(화),가공우유(초코맛)(02),120kcal,계란말이(01),80.97kcal,열무김치,11.2kcal,,,2678.26kcal
2024-08-20(화),배추김치(09),8.75kcal,석박지(09),5.4kcal,,,,,2678.26kcal
2024-08-20(화),"생수(500ML,후식)",0kcal,멜론(여름),72kcal,,,,,2678.26kcal
2024-08-21(수),밥,372.75kcal,마파두부덮밥(05)(06)(10)(15)(18),601.89kcal,보리밥,406.3kcal,,,3246.94kcal
2024-08-21(수),해물순두부찌개(01)(05)(06)(08)(09)(17)(18),94kcal,게살계란탕(01)(05)(06)(18),102.28kcal,만두육개장(01)(02)(05)(06)(10)(12)(15)(16),230.74kcal,,,3246.94kcal
2024-08-21(수),닭가슴살채소볶음(05)(06)(15)(18),82.59kcal,버섯청경채볶음(05)(06)(18),38.1kcal,쇠고기불고기(05)(06)(16)(18),406.48kcal,,,3246.94kcal
2024-08-21(수),비엔나소시지구이&케첩(05)(06)(10),153.87kcal,탕수육(02)(05)(06)(09)(10),562.5kcal,콩부각멸치볶음(05)(06)(18),103.99kcal,,,3246.94kcal
2024-08-21(수),겉절이김치(09),10.5kcal,단무지,7.2kcal,배추김치(09),8.75kcal,,,3246.94kcal
2024-08-21(수),"우유(백색우유(200ML,연간))(02)",65kcal,"㈜케이헬스바이오, 프로루틴단백질음료 코코아, 250mL",,,,,,3246.94kcal
2024-08-22(목),참치마요오믈렛(완)(01),92.5kcal,밀쌀밥,390.96kcal,지파이싸이버거(01)(02)(05)(06)(15),694.22kcal,,,4005.23kcal
2024-08-22(목),소시지구이(01)(05),213.17kcal,맑은콩나물국(05)(06),27.41kcal,뿌링클감자튀김(01)(02)(04)(05)(06),346kcal,,,4005.23kcal
2024-08-22(목),와플소스(06),231.6kcal,닭윙구이(05)(15),385.1kcal,무피클,12.72kcal,,,4005.23kcal
2024-08-22(목),살사푸실리샐러드(완)(05)(06)(12)(16),132kcal,쪽갈비구이(05)(10),593.92kcal,치즈볼케첩(02)(05)(06),502.2kcal,,,4005.23kcal
2024-08-22(목),시리얼(2)(05)(06),168kcal,고구마샐러드(완)(01)(02)(05),63.33kcal,콘샐러드(완)(01)(05),45kcal,,,4005.23kcal
2024-08-22(목),"우유(백색우유(200ML,연간))(02)",65kcal,모듬피클,37.1kcal,무알콜 맥주,,,,4005.23kcal
2024-08-22(목),,,"청량음료, 코카콜라음료, 코카콜라제로, 250mL/캔",5kcal,,,,,4005.23kcal
2024-08-23(금),밥,372.75kcal,현미밥,408.65kcal,밥(소량),213kcal,,,2785.45kcal
2024-08-23(금),물만둣국(01)(02)(05)(06)(10)(16),170.91kcal,돼지고기김치찌개(09)(10),72.13kcal,사골떡만둣국(01)(05)(06)(16),527.64kcal,,,2785.45kcal
2024-08-23(금),궁중소고기떡볶음(05)(06)(16)(18),96.74kcal,비엔나소시지야채볶음(05)(06)(10)(18),167.47kcal,떡갈비구이(01)(05),222.75kcal,,,2785.45kcal
2024-08-23(금),애호박새우볶음(05)(06)(09)(18),68.17kcal,가쓰오계란말이(01),129.4kcal,오징어젓무침(17),45.39kcal,,,2785.45kcal
2024-08-23(금),배추김치(09),8.75kcal,맛김,0kcal,겉절이김치(09),10.5kcal,,,2785.45kcal
2024-08-23(금),"우유(백색우유(200ML,연간))(02)",65kcal,열무김치,11.2kcal,,,,,2785.45kcal
2024-08-23(금),에너지바(02)(04)(05)(06),195kcal,,,,,,,2785.45kcal
2024-08-24(토),햄토마토소스닭가슴살(02)(05)(06)(10)(12)(15),247.49kcal,셀프명란마요주먹밥(01),476.44kcal,보리밥,406.3kcal,,,2946.06kcal
2024-08-24(토),구운달걀,0kcal,훈제삼겹살구이(05)(06)(10)(15),918.6kcal,스팸짜글이(05)(06)(10)(18),177.34kcal,,,2946.06kcal
2024-08-24(토),모닝빵딸기쨈(01)(02)(05)(06),104kcal,쌈무(13),5.25kcal,돼지고기애호박찌개(05)(06)(09)(10),81.65kcal,,,2946.06kcal
2024-08-24(토),감자샐러드(완)(01)(02),45kcal,명이나물절임(05)(06),16.5kcal,어묵야채조림(05)(06)(18),121.99kcal,,,2946.06kcal
2024-08-24(토),"우유(백색우유(200ML,연간))(02)",65kcal,파김치,0kcal,겉절이김치(09),10.5kcal,,,2946.06kcal
2024-08-24(토),"아이스크림 콘,완제품(02)",270kcal,,,,,,,2946.06kcal
2024-08-25(일),밥,372.75kcal,현미밥,408.65kcal,옛날도시락비빔밥(01)(05)(09),490.47kcal,,,3154.25kcal
2024-08-25(일),돈코츠숙주국(10),152.73kcal,김치어묵국(05)(06)(09),189.34kcal,감자계란국(01)(05)(06),88.91kcal,,,3154.25kcal
2024-08-25(일),훈제오리야채볶음(01)(05)(15),383.13kcal,콩나물불고기(05)(06)(10)(18),229.74kcal,소떡소떡(05)(06)(10)(15),269.1kcal,,,3154.25kcal
2024-08-25(일),쌈무(13),5.25kcal,명엽채볶음(05)(06)(18),56.31kcal,쇠고기장조림(완)(05)(06)(16)(18),183.52kcal,,,3154.25kcal
2024-08-25(일),배추김치(09),8.75kcal,석박지(09),5.4kcal,열무김치,11.2kcal,,,3154.25kcal
2024-08-25(일),"우유(백색우유(200ML,연간))(02)",65kcal,,,아이스크림 팩형(02),234kcal,,,3154.25kcal
2024-08-25(일),"생수(500ML,후식)",0kcal,,,,,,,3154.25kcal
2024-08-26(월),밥,372.75kcal,찹쌀밥,410.5kcal,밥,372.75kcal,,,3217.86kcal
2024-08-26(월),새우완자탕(05)(06)(08)(09),96.31kcal,쇠고기미역국(05)(06)(16),47.22kcal,부대찌개(02)(05)(06)(09)(10)(15)(16)(18),122.71kcal,,,3217.86kcal
2024-08-26(월),배추김치볶음(05)(09),43.19kcal,매운돼지갈비찜(02)(05)(06)(10)(18),439.75kcal,모듬장조림(01)(05)(06)(10)(18),166.82kcal,,,3217.86kcal
2024-08-26(월),소시지채소볶음(05)(06)(18),110.43kcal,콩나물무침(05)(06)(18),33.11kcal,계란말이(완)(01),144.14kcal,,,3217.86kcal
2024-08-26(월),총각김치,12.25kcal,빨간메추리알(01)(05)(06),137.88kcal,배추김치(09),8.75kcal,,,3217.86kcal
2024-08-26(월),"우유(백색우유(200ML,연간))(02)",65kcal,초코링도넛,621kcal,,,,,3217.86kcal
2024-08-26(월),,,깍두기(09),13.3kcal,,,,,3217.86kcal
2024-08-27(화),밥,372.75kcal,흑미밥,409.25kcal,밥,372.75kcal,,,2233.42kcal
2024-08-27(화),오징어콩나물국(05)(06)(17),66.09kcal,쇠고기두부탕국(05)(06)(16),45.31kcal,사골곰탕(완)(06)(16),70.03kcal,,,2233.42kcal
2024-08-27(화),쇠고기버섯볶음(05)(06)(16)(18),85.23kcal,떡갈비잡채(05)(06)(10),149.96kcal,스팸두부조림(05)(06)(10)(18),223.64kcal,,,2233.42kcal
2024-08-27(화),비엔나소시지구이&케첩(05)(06)(10),153.87kcal,돼지고기김치볶음(05)(09)(10),135.22kcal,오복채무침,10.77kcal,,,2233.42kcal
2024-08-27(화),가공우유(바나나맛)(02),82.5kcal,김자반,30.7kcal,석박지(09),5.4kcal,,,2233.42kcal
2024-08-27(화),배추김치(09),8.75kcal,열무김치,11.2kcal,,,,,2233.42kcal
2024-08-27(화),"생수(500ML,후식)",0kcal,,,,,,,2233.42kcal
2024-08-28(수),밥,372.75kcal,삼색나물비빔밥(05)(06),657.03kcal,보리밥,406.3kcal,,,3335.51kcal
2024-08-28(수),쇠고기무국(05)(06)(16),52.44kcal,매운어묵탕(05)(06)(09)(18),83.45kcal,해물순두부찌개(01)(05)(06)(08)(09)(17)(18),94kcal,,,3335.51kcal
2024-08-28(수),돈육메추리알조림(01)(05)(06)(10),359.51kcal,고등어카레구이(05)(07),164.76kcal,깐풍돈가스(05)(06),558.32kcal,,,3335.51kcal
2024-08-28(수),연두부양념장(05)(06)(18),193.23kcal,계란후라이(완)(01)(05),60kcal,타코야끼(01)(05)(06),172.61kcal,,,3335.51kcal
2024-08-28(수),배추김치(09),8.75kcal,소고기고추장,14.01kcal,단호박샐러드(완)(01)(02)(05),53.4kcal,,,3335.51kcal
2024-08-28(수),"우유(백색우유(200ML,연간))(02)",65kcal,열무김치,11.2kcal,배추김치(09),8.75kcal,,,3335.51kcal
2024-08-28(수),,,"스포츠음료또는에너지음료, (주문자상표부착)광동제약, 비타500치어팩, 250mL",,,,,,3335.51kcal
2024-08-29(목),밥,372.75kcal,밀쌀밥,390.96kcal,밥,372.75kcal,,,2903.41kcal
2024-08-29(목),소고기된장찌개(16),51.93kcal,낙지연포탕(05)(06)(17),35.77kcal,소갈비탕(완)(05)(06)(10)(15)(16)(18),394.54kcal,,,2903.41kcal
2024-08-04(일),배추김치(09),8.75kcal,배추김치(09),8.75kcal,깍두기(09),13.3kcal,,,2283.29kcal
2024-08-04(일),"우유(백색우유(200ML,연간))(02)",65kcal,밀크티,,,,,,2283.29kcal
2024-08-04(일),"생수(500ML,후식)",0kcal,,,,,,,2283.29kcal
2024-08-05(월),밥,372.75kcal,찹쌀밥,410.5kcal,밥,372.75kcal,,,2869.55kcal
2024-08-05(월),쇠고기떡국(01)(05)(06)(16),52.07kcal,쇠고기미역국(05)(06)(16),47.22kcal,쇠고기육개장(01)(05)(06)(16)(18),95.61kcal,,,2869.55kcal
2024-08-05(월),고추참치볶음(05)(06)(12)(16)(18),123.75kcal,애호박나물(05)(06)(18),39.73kcal,닭매운찜(05)(06)(15)(18),197.85kcal,,,2869.55kcal
2024-08-05(월),돈육메추리알조림(01)(05)(06)(10),359.51kcal,파채소불고기(05)(06)(16),442.34kcal,동그랑땡케첩(05)(06)(10),165.97kcal,,,2869.55kcal
2024-08-05(월),배추김치(09),8.75kcal,양념깻잎(09),9kcal,총각김치,12.25kcal,,,2869.55kcal
2024-08-05(월),"우유(백색우유(200ML,연간))(02)",65kcal,팬케이크(01)(02)(06),84kcal,,,,,2869.55kcal
2024-08-05(월),,,겉절이김치(09),10.5kcal,,,,,2869.55kcal
2024-08-06(화),밥,372.75kcal,흑미밥,409.25kcal,밥,372.75kcal,,,3235.24kcal
2024-08-06(화),참치김치찌개(05)(09),135.57kcal,낙지수제비(05)(06)(09)(17),127.76kcal,버섯쇠고기찌개(05)(06)(16),39.92kcal,,,3235.24kcal
